S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10,computed_features,performance_label,risk_label,dropout_label,performance_overall,risk_score,dropout_score,23G31A1001,Arjun Menon,CSE,1,2,avg_marks=78;attendance=85;behavior=8.5,high,low,low.1,82.4,18.6,15.2,reg_number,student_id,name,email,department,year,semester,mentor_name,mentor_email,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,age,total_marks,attendance,cgpa,backlog_count,AGE
1317.0,Sakshi Bansal,25G31B6001,sakshi.bansal212@gmail.com,CSE,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma40@gmail.com,56.0,72.0,49.0,45.0,69.0,0.0,0.0,0.0,30.0,102.0,100.0,73.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318.0,Aditya Kapoor,25G31B5201,aditya.kapoor979@gmail.com,CDS,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair20@gmail.com,72.0,82.0,99.0,68.0,72.0,0.0,0.0,0.0,11.0,118.0,91.0,57.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319.0,Nikhil Reddy,25G31B3757,nikhil.reddy155@gmail.com,ECE,3.0,5.0,Dr. Anil Singh,dr..anil.singh62@gmail.com,84.0,70.0,87.0,79.0,,0.0,0.0,0.0,28.0,100.0,85.0,62.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320.0,Anjali Iyer,25G31B3923,anjali.iyer627@gmail.com,EEE,3.0,5.0,Prof. Isha Mishra,prof..isha.mishra29@gmail.com,93.0,96.0,71.0,62.0,,0.0,0.0,0.0,16.0,86.0,50.0,57.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321.0,Pooja Chatterjee,25G31B5709,pooja.chatterjee673@gmail.com,MECH,3.0,6.0,Prof. Isha Mishra,prof..isha.mishra11@gmail.com,68.0,62.0,72.0,79.0,51.0,0.0,0.0,0.0,24.0,82.0,67.0,77.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322.0,Deepak Chopra,25G31B8981,deepak.chopra578@gmail.com,CIVIL,3.0,5.0,Prof. Meera Desai,prof..meera.desai80@gmail.com,46.0,98.0,85.0,98.0,,0.0,0.0,0.0,21.0,81.0,78.0,89.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323.0,Neha Bajaj,25G31A3243,neha.bajaj765@gmail.com,CSE(AI),3.0,6.0,Prof. Divya Srivastava,prof..divya.srivastava81@gmail.com,92.0,92.0,99.0,86.0,95.0,0.0,0.0,0.0,11.0,87.0,36.0,85.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324.0,Kumar Gupta,25G31A4275,kumar.gupta930@gmail.com,CSE,3.0,5.0,Prof. Meera Desai,prof..meera.desai11@gmail.com,62.0,89.0,72.0,73.0,,0.0,0.0,0.0,10.0,108.0,92.0,41.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325.0,Harsha Menon,25G31A8942,harsha.menon653@gmail.com,CDS,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra93@gmail.com,91.0,91.0,89.0,69.0,80.0,0.0,0.0,0.0,11.0,115.0,96.0,47.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326.0,Vinod Dasgupta,25G31B8786,vinod.dasgupta571@gmail.com,ECE,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma93@gmail.com,69.0,99.0,99.0,55.0,,0.0,0.0,0.0,21.0,114.0,112.0,40.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327.0,Tanvi Dasgupta,25G31B4067,tanvi.dasgupta125@gmail.com,EEE,3.0,6.0,Prof. Meera Desai,prof..meera.desai78@gmail.com,61.0,79.0,42.0,65.0,98.0,0.0,0.0,0.0,24.0,117.0,93.0,85.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328.0,Sneha Bhat,25G31B8032,sneha.bhat389@gmail.com,MECH,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma94@gmail.com,78.0,80.0,99.0,61.0,82.0,0.0,0.0,0.0,18.0,108.0,106.0,73.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329.0,Harish Verma,25G31B7166,harish.verma691@gmail.com,CIVIL,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy88@gmail.com,76.0,99.0,69.0,65.0,93.0,0.0,0.0,0.0,22.0,111.0,98.0,88.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330.0,Karthik Agarwal,25G31A7499,karthik.agarwal654@gmail.com,CSE(AI),3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar94@gmail.com,82.0,91.0,60.0,40.0,,0.0,0.0,0.0,14.0,116.0,80.0,56.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331.0,Harsha Dutta,25G31B9231,harsha.dutta616@gmail.com,CSE,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy41@gmail.com,70.0,56.0,82.0,62.0,93.0,0.0,0.0,0.0,11.0,80.0,53.0,95.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332.0,Vishal Bajaj,25G31A8198,vishal.bajaj611@gmail.com,CDS,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi45@gmail.com,56.0,74.0,52.0,47.0,,0.0,0.0,0.0,16.0,81.0,74.0,67.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333.0,Pooja Bajaj,25G31A9820,pooja.bajaj810@gmail.com,ECE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer61@gmail.com,62.0,76.0,74.0,99.0,74.0,0.0,0.0,0.0,19.0,102.0,55.0,75.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334.0,Varun Bajaj,25G31B1072,varun.bajaj649@gmail.com,EEE,3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar96@gmail.com,83.0,50.0,86.0,90.0,,0.0,0.0,0.0,14.0,103.0,91.0,74.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335.0,Karthik Verma,25G31A4184,karthik.verma385@gmail.com,MECH,3.0,5.0,Dr. Anil Singh,dr..anil.singh92@gmail.com,80.0,75.0,71.0,95.0,,0.0,0.0,0.0,28.0,90.0,74.0,51.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336.0,Ravi Kumar,25G31B3802,ravi.kumar102@gmail.com,CIVIL,3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar89@gmail.com,53.0,84.0,71.0,78.0,43.0,0.0,0.0,0.0,21.0,99.0,99.0,50.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337.0,Aarav Kapoor,25G31B2255,aarav.kapoor139@gmail.com,CSE(AI),3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer85@gmail.com,64.0,60.0,68.0,60.0,,0.0,0.0,0.0,15.0,88.0,62.0,88.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338.0,Zara Joshi,25G31B1332,zara.joshi911@gmail.com,CSE,3.0,5.0,Prof. Kavya Pillai,prof..kavya.pillai61@gmail.com,95.0,96.0,78.0,70.0,,0.0,0.0,0.0,25.0,120.0,116.01,47.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339.0,Pari Nair,25G31B8567,pari.nair105@gmail.com,CDS,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma69@gmail.com,95.0,53.0,75.0,96.0,,0.0,0.0,0.0,26.0,102.0,81.0,51.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340.0,Arjun Chopra,25G31A4961,arjun.chopra351@gmail.com,ECE,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma27@gmail.com,79.0,74.0,73.0,67.0,,0.0,0.0,0.0,10.0,97.0,51.0,87.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341.0,Aryan Chopra,25G31B2863,aryan.chopra436@gmail.com,EEE,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai58@gmail.com,93.0,80.0,65.0,92.0,74.0,0.0,0.0,0.0,24.0,113.0,112.0,66.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342.0,Ananya Kapoor,25G31A8003,ananya.kapoor834@gmail.com,MECH,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma44@gmail.com,94.0,60.0,91.0,69.0,,0.0,0.0,0.0,30.0,119.0,77.0,40.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343.0,Aditya Malhotra,25G31B3833,aditya.malhotra994@gmail.com,CIVIL,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer58@gmail.com,74.0,76.0,75.0,74.0,,0.0,0.0,0.0,30.0,89.0,45.0,48.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344.0,Simran Singh,25G31B5844,simran.singh225@gmail.com,CSE(AI),3.0,6.0,Prof. Priya Sharma,prof..priya.sharma56@gmail.com,58.0,56.0,56.0,81.0,77.0,0.0,0.0,0.0,18.0,120.0,116.01,59.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345.0,Pari Bajaj,25G31A9414,pari.bajaj490@gmail.com,CSE,3.0,6.0,Dr. Anil Singh,dr..anil.singh41@gmail.com,75.0,85.0,71.0,93.0,87.0,0.0,0.0,0.0,16.0,95.0,94.0,72.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346.0,Meera Kumar,25G31B9411,meera.kumar962@gmail.com,CDS,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy75@gmail.com,73.0,77.0,44.0,63.0,45.0,0.0,0.0,0.0,22.0,92.0,86.0,94.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347.0,Kumar Gupta,25G31A4081,kumar.gupta249@gmail.com,ECE,3.0,6.0,Dr. Anil Singh,dr..anil.singh41@gmail.com,96.0,94.0,81.0,60.0,67.0,0.0,0.0,0.0,21.0,106.0,45.0,81.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348.0,Sneha Dasgupta,25G31A9677,sneha.dasgupta964@gmail.com,EEE,3.0,6.0,Prof. Meera Desai,prof..meera.desai53@gmail.com,95.0,83.0,99.0,74.0,84.0,0.0,0.0,0.0,26.0,117.0,87.0,52.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349.0,Rahul Sharma,25G31A6356,rahul.sharma893@gmail.com,MECH,3.0,6.0,Dr. Sanjay Joshi,dr..sanjay.joshi18@gmail.com,81.0,62.0,56.0,73.0,61.0,0.0,0.0,0.0,22.0,87.0,65.0,74.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350.0,Ananya Srivastava,25G31A8120,ananya.srivastava696@gmail.com,CIVIL,3.0,5.0,Dr. Harish Rao,dr..harish.rao28@gmail.com,51.0,43.0,99.0,72.0,,0.0,0.0,0.0,30.0,91.0,62.0,49.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351.0,Deepak Bajaj,25G31B1424,deepak.bajaj851@gmail.com,CSE(AI),3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava42@gmail.com,58.0,57.0,79.0,77.0,,0.0,0.0,0.0,16.0,92.0,76.0,46.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352.0,Rahul Bhatnagar,25G31A6995,rahul.bhatnagar224@gmail.com,CSE,3.0,5.0,Prof. Isha Mishra,prof..isha.mishra98@gmail.com,83.0,72.0,65.0,78.0,,0.0,0.0,0.0,20.0,120.0,116.01,70.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353.0,Diya Singh,25G31A7649,diya.singh896@gmail.com,CDS,3.0,5.0,Dr. Anil Singh,dr..anil.singh83@gmail.com,83.0,76.0,77.0,56.0,,0.0,0.0,0.0,26.0,104.0,94.0,56.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354.0,Harish Menon,25G31B6906,harish.menon129@gmail.com,ECE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer19@gmail.com,76.0,60.0,80.0,53.0,79.0,0.0,0.0,0.0,23.0,118.0,112.0,40.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355.0,Kavya Dasgupta,25G31B9614,kavya.dasgupta312@gmail.com,EEE,3.0,6.0,Prof. Anjali Menon,prof..anjali.menon32@gmail.com,60.0,99.0,90.0,79.0,57.0,0.0,0.0,0.0,17.0,80.0,79.0,45.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356.0,Suresh Iyer,25G31B8634,suresh.iyer982@gmail.com,MECH,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair14@gmail.com,87.0,58.0,68.0,81.0,71.0,0.0,0.0,0.0,24.0,85.0,74.0,81.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357.0,Esha Chopra,25G31A9781,esha.chopra471@gmail.com,CIVIL,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy83@gmail.com,42.0,46.0,83.0,75.0,71.0,0.0,0.0,0.0,12.0,106.0,98.0,92.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358.0,Kumar Agarwal,25G31B9432,kumar.agarwal625@gmail.com,CSE(AI),3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar84@gmail.com,42.0,96.0,64.0,66.0,49.0,0.0,0.0,0.0,10.0,86.0,86.0,80.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359.0,Suresh Das,25G31A5699,suresh.das242@gmail.com,CSE,3.0,6.0,Prof. Anjali Menon,prof..anjali.menon82@gmail.com,82.0,93.0,88.0,80.0,68.0,0.0,0.0,0.0,19.0,82.0,70.0,69.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360.0,Vinod Reddy,25G31A3502,vinod.reddy288@gmail.com,CDS,3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar33@gmail.com,84.0,64.0,64.0,56.0,,0.0,0.0,0.0,14.0,120.0,82.0,95.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361.0,Aarav Chatterjee,25G31A5375,aarav.chatterjee350@gmail.com,ECE,3.0,5.0,Dr. Harish Rao,dr..harish.rao69@gmail.com,80.0,82.0,70.0,83.0,,0.0,0.0,0.0,28.0,99.0,42.0,67.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362.0,Suresh Das,25G31A8085,suresh.das989@gmail.com,EEE,3.0,5.0,Prof. Meera Desai,prof..meera.desai48@gmail.com,73.0,86.0,88.0,53.0,,0.0,0.0,0.0,17.0,92.0,87.0,73.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363.0,Arjun Verma,25G31B1468,arjun.verma112@gmail.com,MECH,3.0,5.0,Prof. Anjali Menon,prof..anjali.menon57@gmail.com,68.0,83.0,67.0,82.0,,0.0,0.0,0.0,25.0,82.0,80.0,65.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364.0,Kumar Patel,25G31A8482,kumar.patel539@gmail.com,CIVIL,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi38@gmail.com,67.0,71.0,41.0,72.0,,0.0,0.0,0.0,12.0,109.0,54.0,60.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365.0,Isha Reddy,25G31A4601,isha.reddy429@gmail.com,CSE(AI),3.0,5.0,Prof. Shreya Nair,prof..shreya.nair32@gmail.com,65.0,60.0,57.0,60.0,,0.0,0.0,0.0,29.0,95.0,62.0,55.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366.0,Varun Dutta,25G31A1161,varun.dutta158@gmail.com,CSE,3.0,6.0,Prof. Meera Desai,prof..meera.desai94@gmail.com,44.0,83.0,63.0,85.0,52.0,0.0,0.0,0.0,23.0,80.0,68.0,81.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367.0,Maya Dasgupta,25G31A3594,maya.dasgupta562@gmail.com,CDS,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer71@gmail.com,78.0,75.0,77.0,99.0,,0.0,0.0,0.0,24.0,105.0,105.0,91.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368.0,Zara Desai,25G31A7121,zara.desai875@gmail.com,ECE,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma64@gmail.com,49.0,84.0,97.0,80.0,,0.0,0.0,0.0,13.0,101.0,41.0,43.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369.0,Anjali Chatterjee,25G31A5090,anjali.chatterjee676@gmail.com,EEE,3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor79@gmail.com,95.0,42.0,54.0,74.0,65.0,0.0,0.0,0.0,22.0,113.0,49.0,45.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370.0,Sandeep Kapoor,25G31A2311,sandeep.kapoor387@gmail.com,MECH,3.0,5.0,Dr. Rohan Kapoor,dr..rohan.kapoor13@gmail.com,71.0,77.0,58.0,75.0,,0.0,0.0,0.0,30.0,102.0,47.0,81.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371.0,Aarav Patel,25G31A5966,aarav.patel628@gmail.com,CIVIL,3.0,6.0,Dr. Harish Rao,dr..harish.rao19@gmail.com,85.0,79.0,83.0,68.0,80.0,0.0,0.0,0.0,20.0,85.0,43.0,89.0,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372.0,Bhavna Gupta,25G31A7216,bhavna.gupta882@gmail.com,CSE(AI),3.0,5.0,Prof. Kavya Pillai,prof..kavya.pillai81@gmail.com,97.0,62.0,68.0,52.0,,0.0,0.0,0.0,27.0,83.0,79.0,82.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373.0,Ravi Rao,25G31B5723,ravi.rao557@gmail.com,CSE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer46@gmail.com,65.0,81.0,70.0,51.0,40.0,0.0,0.0,0.0,10.0,82.0,58.0,85.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374.0,Kavya Rao,25G31A2924,kavya.rao530@gmail.com,CDS,3.0,6.0,Dr. Anil Singh,dr..anil.singh36@gmail.com,62.0,75.0,64.0,53.0,61.0,0.0,0.0,0.0,18.0,99.0,70.0,92.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375.0,Divya Das,25G31A7565,divya.das429@gmail.com,ECE,3.0,6.0,Dr. Sanjay Joshi,dr..sanjay.joshi73@gmail.com,53.0,60.0,71.0,67.0,75.0,0.0,0.0,0.0,28.0,96.0,88.0,83.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376.0,Sakshi Bajaj,25G31A6936,sakshi.bajaj107@gmail.com,EEE,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair67@gmail.com,91.0,69.0,80.0,63.0,,0.0,0.0,0.0,24.0,94.0,62.0,62.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377.0,Sandeep Singh,25G31A2916,sandeep.singh182@gmail.com,MECH,3.0,6.0,Prof. Divya Srivastava,prof..divya.srivastava13@gmail.com,70.0,65.0,77.0,86.0,91.0,0.0,0.0,0.0,25.0,104.0,92.0,91.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378.0,Pooja Mishra,25G31B4105,pooja.mishra448@gmail.com,CIVIL,3.0,6.0,Dr. Anil Singh,dr..anil.singh31@gmail.com,67.0,47.0,69.0,54.0,85.0,0.0,0.0,0.0,11.0,100.0,92.0,53.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379.0,Isha Menon,25G31B6600,isha.menon602@gmail.com,CSE(AI),3.0,5.0,Prof. Anjali Menon,prof..anjali.menon53@gmail.com,96.0,83.0,82.0,95.0,,0.0,0.0,0.0,10.0,102.0,68.0,57.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380.0,Aisha Kapoor,25G31A7225,aisha.kapoor654@gmail.com,CSE,3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor34@gmail.com,44.0,66.0,84.0,81.0,54.0,0.0,0.0,0.0,15.0,80.0,80.0,48.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381.0,Ajay Chatterjee,25G31B4701,ajay.chatterjee685@gmail.com,CDS,3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar36@gmail.com,57.0,94.0,65.0,59.0,,0.0,0.0,0.0,12.0,80.0,36.0,54.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382.0,Ananya Joshi,25G31B1157,ananya.joshi672@gmail.com,ECE,3.0,6.0,Prof. Priya Sharma,prof..priya.sharma89@gmail.com,95.0,57.0,69.0,42.0,71.0,0.0,0.0,0.0,21.0,107.0,107.0,67.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383.0,Ajay Dutta,25G31B5265,ajay.dutta717@gmail.com,EEE,3.0,5.0,Prof. Ritika Malhotra,prof..ritika.malhotra10@gmail.com,63.0,52.0,50.0,72.0,,0.0,0.0,0.0,23.0,104.0,77.0,82.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384.0,Vikram Desai,25G31A8604,vikram.desai971@gmail.com,MECH,3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor38@gmail.com,62.0,71.0,71.0,43.0,78.0,0.0,0.0,0.0,25.0,115.0,50.0,65.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385.0,Nisha Pillai,25G31B3276,nisha.pillai158@gmail.com,CIVIL,3.0,6.0,Prof. Priya Sharma,prof..priya.sharma96@gmail.com,84.0,66.0,47.0,83.0,85.0,0.0,0.0,0.0,17.0,96.0,56.0,77.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386.0,Aarav Menon,25G31B3545,aarav.menon753@gmail.com,CSE(AI),3.0,5.0,Prof. Shreya Nair,prof..shreya.nair26@gmail.com,60.0,78.0,79.0,90.0,,0.0,0.0,0.0,18.0,90.0,45.0,48.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387.0,Harsha Nair,25G31B2589,harsha.nair985@gmail.com,CSE,3.0,6.0,Prof. Divya Srivastava,prof..divya.srivastava61@gmail.com,99.0,93.0,75.0,68.0,85.0,0.0,0.0,0.0,21.0,96.0,63.0,61.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388.0,Maya Pillai,25G31A2196,maya.pillai433@gmail.com,CDS,3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava60@gmail.com,63.0,68.0,75.0,80.0,,0.0,0.0,0.0,19.0,108.0,72.0,54.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389.0,Divya Verma,25G31A9061,divya.verma490@gmail.com,ECE,3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar93@gmail.com,73.0,41.0,62.0,56.0,66.0,0.0,0.0,0.0,10.0,97.0,78.0,89.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390.0,Anjali Joshi,25G31A3152,anjali.joshi952@gmail.com,EEE,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair17@gmail.com,91.0,89.0,68.0,59.0,60.0,0.0,0.0,0.0,18.0,88.0,80.0,68.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391.0,Rahul Iyer,25G31A3506,rahul.iyer856@gmail.com,MECH,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair29@gmail.com,77.0,71.0,71.0,60.0,,0.0,0.0,0.0,26.0,104.0,104.0,93.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392.0,Tanvi Nair,25G31A9116,tanvi.nair895@gmail.com,CIVIL,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma19@gmail.com,59.0,62.0,84.0,76.0,65.0,0.0,0.0,0.0,30.0,104.0,81.0,89.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393.0,Aryan Mishra,25G31B8839,aryan.mishra829@gmail.com,CSE(AI),3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy63@gmail.com,93.0,90.0,63.0,66.0,67.0,0.0,0.0,0.0,30.0,118.0,88.0,58.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394.0,Celina Sharma,25G31B8970,celina.sharma276@gmail.com,CSE,3.0,6.0,Dr. Sanjay Joshi,dr..sanjay.joshi41@gmail.com,41.0,86.0,81.0,85.0,89.0,0.0,0.0,0.0,26.0,119.0,94.0,82.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395.0,Sanjay Srivastava,25G31A3366,sanjay.srivastava524@gmail.com,CDS,3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava18@gmail.com,83.0,73.0,74.0,42.0,,0.0,0.0,0.0,11.0,86.0,76.0,64.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
