S.NO,NAME,RNO,EMAIL,DEPT,YEAR,SEM,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
1388,Maya Pillai,25G31A2196,maya.pillai433@gmail.com,CDS,3,3-1,5,Prof. Divya Srivastava,prof..divya.srivastava60@gmail.com,63,68,75,80,,,,19,108,72,54,9.4
1389,Divya Verma,25G31A9061,divya.verma490@gmail.com,ECE,3,3-2,6,Dr. Rajesh Kumar,dr..rajesh.kumar93@gmail.com,73,41,62,56,66,,,10,97,78,89,9.7
1390,Anjali Joshi,25G31A3152,anjali.joshi952@gmail.com,EEE,3,3-2,6,Prof. Shreya Nair,prof..shreya.nair17@gmail.com,91,89,68,59,60,,,18,88,80,68,8.1
1391,Rahul Iyer,25G31A3506,rahul.iyer856@gmail.com,MECH,3,3-1,5,Prof. Shreya Nair,prof..shreya.nair29@gmail.com,77,71,71,60,,,,26,104,104,93,6.3
1392,Tanvi Nair,25G31A9116,tanvi.nair895@gmail.com,CIVIL,3,3-2,6,Dr. Nitin Verma,dr..nitin.verma19@gmail.com,59,62,84,76,65,,,30,104,81,89,4.4
1393,Aryan Mishra,25G31B8839,aryan.mishra829@gmail.com,CSE(AI),3,3-2,6,Dr. Vikram Reddy,dr..vikram.reddy63@gmail.com,93,90,63,66,67,,,30,118,88,58,4.2
1394,Celina Sharma,25G31B8970,celina.sharma276@gmail.com,CSE,3,3-2,6,Dr. Sanjay Joshi,dr..sanjay.joshi41@gmail.com,40,86,81,85,89,,,26,119,94,82,3.1
1395,Sanjay Srivastava,25G31A3366,sanjay.srivastava524@gmail.com,CDS,3,3-1,5,Prof. Divya Srivastava,prof..divya.srivastava18@gmail.com,83,73,74,42,,,,11,86,76,64,8.8
1396,Meera Bajaj,25G31B7388,meera.bajaj728@gmail.com,ECE,3,3-1,5,Prof. Kavya Pillai,prof..kavya.pillai93@gmail.com,71,85,59,55,,,,25,80,64,78,6.9
1397,Sakshi Sharma,25G31A6049,sakshi.sharma113@gmail.com,EEE,3,3-1,5,Dr. Rajesh Kumar,dr..rajesh.kumar47@gmail.com,62,68,78,69,,,,19,96,65,42,5.5
1398,Kriti Malhotra,25G31A1385,kriti.malhotra121@gmail.com,MECH,3,3-2,6,Dr. Suresh Iyer,dr..suresh.iyer66@gmail.com,81,77,81,57,81,,,24,100,88,84,8.1
1399,Karthik Sharma,25G31B6632,karthik.sharma706@gmail.com,CIVIL,3,3-2,6,Dr. Suresh Iyer,dr..suresh.iyer37@gmail.com,83,71,82,53,48,,,10,111,64,76,6.2
1400,Maya Bansal,25G31B3407,maya.bansal165@gmail.com,CSE(AI),3,3-1,5,Prof. Meera Desai,prof..meera.desai11@gmail.com,80,57,82,85,,,,23,91,62,58,6.3
1401,Zara Chopra,25G31A1589,zara.chopra162@gmail.com,CSE,3,3-1,5,Prof. Ritika Malhotra,prof..ritika.malhotra54@gmail.com,53,66,69,89,,,,12,99,64,75,5.1
1402,Tanvi Rao,25G31B8182,tanvi.rao828@gmail.com,CDS,3,3-1,5,Dr. Harish Rao,dr..harish.rao54@gmail.com,91,95,63,81,,,,26,115,111,44,4.7
1403,Esha Verma,25G31A1471,esha.verma180@gmail.com,ECE,3,3-1,5,Prof. Shreya Nair,prof..shreya.nair26@gmail.com,84,78,70,80,,,,28,90,39,68,5.8
1404,Anjali Joshi,25G31B2198,anjali.joshi495@gmail.com,EEE,3,3-1,5,Dr. Vikram Reddy,dr..vikram.reddy72@gmail.com,93,69,71,62,,,,30,106,54,88,5.8
1405,Vishal Bhat,25G31A1627,vishal.bhat983@gmail.com,MECH,3,3-1,5,Prof. Divya Srivastava,prof..divya.srivastava66@gmail.com,86,67,67,58,,,,26,101,73,61,8.3
1406,Bhavna Bhat,25G31B2477,bhavna.bhat286@gmail.com,CIVIL,3,3-1,5,Prof. Meera Desai,prof..meera.desai55@gmail.com,47,81,78,50,,,,29,113,106,62,2.8
1407,Sakshi Sinha,25G31B2028,sakshi.sinha389@gmail.com,CSE(AI),3,3-1,5,Prof. Meera Desai,prof..meera.desai39@gmail.com,96,41,60,69,,,,16,103,103,57,1.3
1408,Vishal Desai,25G31A1362,vishal.desai767@gmail.com,CSE,3,3-1,5,Dr. Vikram Reddy,dr..vikram.reddy93@gmail.com,46,65,64,85,,,,21,91,47,58,8.6
1409,Ravi Desai,25G31A1149,ravi.desai149@gmail.com,CDS,3,3-1,5,Dr. Anil Singh,dr..anil.singh88@gmail.com,81,49,48,71,,,,24,110,59,57,3.2
1410,Esha Srivastava,25G31A9487,esha.srivastava646@gmail.com,ECE,3,3-1,5,Prof. Kavya Pillai,prof..kavya.pillai14@gmail.com,97,82,85,45,,,,29,86,81,55,10.0
1411,Ananya Iyer,25G31A3325,ananya.iyer570@gmail.com,EEE,3,3-1,5,Dr. Rohan Kapoor,dr..rohan.kapoor43@gmail.com,90,80,56,84,,,,26,115,97,57,8.1
1412,Ananya Srivastava,25G31B8341,ananya.srivastava339@gmail.com,MECH,3,3-1,5,Dr. Rohan Kapoor,dr..rohan.kapoor30@gmail.com,86,90,69,84,,,,10,94,92,61,9.7
1413,Sneha Chatterjee,25G31B1720,sneha.chatterjee109@gmail.com,CIVIL,3,3-1,5,Dr. Harish Rao,dr..harish.rao25@gmail.com,61,57,61,79,,,,16,97,97,80,8.9
1414,Zara Kapoor,25G31B7756,zara.kapoor890@gmail.com,CSE(AI),3,3-1,5,Prof. Kavya Pillai,prof..kavya.pillai86@gmail.com,61,79,48,67,,,,20,81,65,94,4.5
1415,Ritika Kumar,25G31B2689,ritika.kumar448@gmail.com,CSE,3,3-2,6,Prof. Ritika Malhotra,prof..ritika.malhotra30@gmail.com,57,57,42,74,84,,,27,119,83,77,3.8
1416,Swati Dutta,25G31A4590,swati.dutta716@gmail.com,CDS,3,3-1,5,Dr. Rajesh Kumar,dr..rajesh.kumar64@gmail.com,43,79,51,66,,,,18,87,61,47,5.8
1417,Ria Bhatnagar,25G31A8293,ria.bhatnagar280@gmail.com,ECE,3,3-2,6,Prof. Isha Mishra,prof..isha.mishra11@gmail.com,75,64,56,59,63,,,17,85,68,83,2.9
1418,Kavya Nair,25G31A6860,kavya.nair825@gmail.com,EEE,3,3-2,6,Dr. Vikram Reddy,dr..vikram.reddy80@gmail.com,48,80,85,95,45,,,26,97,75,73,6.2
1419,Varun Bajaj,25G31B5994,varun.bajaj570@gmail.com,MECH,3,3-2,6,Dr. Nitin Verma,dr..nitin.verma69@gmail.com,75,79,52,98,89,,,19,81,72,80,6.7
1420,Karthik Reddy,25G31B8588,karthik.reddy804@gmail.com,CIVIL,3,3-2,6,Dr. Nitin Verma,dr..nitin.verma45@gmail.com,71,83,63,60,78,,,24,94,61,53,2.7
1421,Varun Bajaj,25G31B9196,varun.bajaj853@gmail.com,CSE(AI),3,3-1,5,Dr. Rohan Kapoor,dr..rohan.kapoor27@gmail.com,42,74,70,85,,,,22,83,75,56,6.7
1422,Isha Dutta,25G31B7485,isha.dutta273@gmail.com,CSE,3,3-2,6,Dr. Sanjay Joshi,dr..sanjay.joshi26@gmail.com,100,60,92,83,67,,,28,85,84,41,7.0
1423,Maya Pillai,25G31B3036,maya.pillai926@gmail.com,CDS,3,3-1,5,Prof. Anjali Menon,prof..anjali.menon17@gmail.com,84,68,80,64,,,,26,100,70,93,4.5
1424,Vishal Nair,25G31B7936,vishal.nair203@gmail.com,ECE,3,3-2,6,Prof. Anjali Menon,prof..anjali.menon46@gmail.com,80,48,64,78,44,,,15,105,88,60,8.1
1425,Kriti Kapoor,25G31B5369,kriti.kapoor473@gmail.com,EEE,3,3-2,6,Dr. Anil Singh,dr..anil.singh29@gmail.com,85,74,78,68,59,,,14,90,82,80,2.6
1426,Anjali Gupta,25G31A4976,anjali.gupta107@gmail.com,MECH,3,3-1,5,Dr. Sanjay Joshi,dr..sanjay.joshi79@gmail.com,56,89,45,91,,,,27,120,84,77,9.5
1427,Nisha Bajaj,25G31B8834,nisha.bajaj727@gmail.com,CIVIL,3,3-1,5,Prof. Isha Mishra,prof..isha.mishra39@gmail.com,42,52,96,65,,,,21,99,46,79,2.6
1428,Sanjay Sinha,25G31A4859,sanjay.sinha267@gmail.com,CSE(AI),3,3-2,6,Prof. Shreya Nair,prof..shreya.nair85@gmail.com,83,79,89,59,41,,,12,110,99,69,1.5
1429,Nitin Agarwal,25G31B5496,nitin.agarwal493@gmail.com,CSE,3,3-1,5,Dr. Anil Singh,dr..anil.singh85@gmail.com,92,67,80,53,,,,29,113,104,81,8.1
1430,Rohan Malhotra,25G31A4373,rohan.malhotra614@gmail.com,CDS,3,3-2,6,Prof. Divya Srivastava,prof..divya.srivastava32@gmail.com,80,91,65,78,85,,,30,87,78,83,5.3
1431,Sakshi Dasgupta,25G31A6188,sakshi.dasgupta521@gmail.com,ECE,3,3-2,6,Dr. Sanjay Joshi,dr..sanjay.joshi73@gmail.com,75,47,53,60,97,,,19,106,99,61,5.4
1432,Esha Dasgupta,25G31B7054,esha.dasgupta957@gmail.com,EEE,3,3-1,5,Dr. Vikram Reddy,dr..vikram.reddy44@gmail.com,73,87,58,53,,,,30,113,79,86,4.4
1433,Suresh Bhat,25G31B5732,suresh.bhat338@gmail.com,MECH,3,3-2,6,Dr. Rohan Kapoor,dr..rohan.kapoor51@gmail.com,72,95,80,90,63,,,20,107,102,66,2.5
1434,Sakshi Nair,25G31B7888,sakshi.nair149@gmail.com,CIVIL,3,3-1,5,Dr. Nitin Verma,dr..nitin.verma76@gmail.com,72,55,72,69,,,,27,95,75,47,2.1
1435,Anjali Menon,25G31B3165,anjali.menon958@gmail.com,CSE(AI),3,3-1,5,Prof. Isha Mishra,prof..isha.mishra40@gmail.com,81,76,81,67,,,,28,92,92,91,8.7
1436,Avni Verma,25G31A3092,avni.verma748@gmail.com,CSE,3,3-1,5,Prof. Priya Sharma,prof..priya.sharma94@gmail.com,63,78,79,55,,,,11,113,76,45,8.7
1437,Harsha Chopra,25G31B9678,harsha.chopra465@gmail.com,CDS,3,3-1,5,Dr. Sanjay Joshi,dr..sanjay.joshi43@gmail.com,59,50,59,67,,,,18,106,63,75,9.7
1438,Mahesh Gupta,25G31A3945,mahesh.gupta461@gmail.com,ECE,3,3-1,5,Prof. Anjali Menon,prof..anjali.menon84@gmail.com,77,79,69,81,,,,13,102,79,55,8.7
1439,Divya Singh,25G31B8465,divya.singh677@gmail.com,EEE,3,3-1,5,Prof. Ritika Malhotra,prof..ritika.malhotra22@gmail.com,68,82,82,84,,,,28,109,102,77,6.7
1440,Divya Bhat,25G31A4003,divya.bhat271@gmail.com,MECH,3,3-1,5,Dr. Rajesh Kumar,dr..rajesh.kumar81@gmail.com,78,65,62,75,,,,15,86,56,52,7.4
1441,Deepak Malhotra,25G31B8559,deepak.malhotra228@gmail.com,CIVIL,3,3-1,5,Prof. Priya Sharma,prof..priya.sharma31@gmail.com,81,48,77,83,,,,28,111,92,46,3.9
1442,Diya Das,25G31A3068,diya.das981@gmail.com,CSE(AI),3,3-2,6,Prof. Divya Srivastava,prof..divya.srivastava50@gmail.com,66,83,80,89,61,,,14,95,64,74,5.2
1443,Kavya Reddy,25G31B2394,kavya.reddy691@gmail.com,CSE,3,3-2,6,Dr. Anil Singh,dr..anil.singh29@gmail.com,84,83,60,62,76,,,11,105,97,56,5.4
1444,Neha Kumar,25G31B7935,neha.kumar459@gmail.com,CDS,3,3-1,5,Prof. Anjali Menon,prof..anjali.menon43@gmail.com,65,57,81,67,,,,28,114,110,61,4.9
1445,Pooja Singh,25G31B5970,pooja.singh944@gmail.com,ECE,3,3-2,6,Prof. Divya Srivastava,prof..divya.srivastava80@gmail.com,86,98,72,65,83,,,13,110,93,44,9.0
1446,Rahul Singh,25G31A6925,rahul.singh691@gmail.com,EEE,3,3-2,6,Dr. Rohan Kapoor,dr..rohan.kapoor56@gmail.com,83,83,63,59,41,,,10,84,78,40,6.0
1447,Avni Desai,25G31A7918,avni.desai597@gmail.com,MECH,3,3-1,5,Prof. Ritika Malhotra,prof..ritika.malhotra82@gmail.com,84,77,69,75,,,,14,119,89,72,1.5
1448,Nikhil Bansal,25G31A2319,nikhil.bansal497@gmail.com,CIVIL,3,3-1,5,Prof. Isha Mishra,prof..isha.mishra40@gmail.com,84,49,77,85,,,,17,102,68,72,6.1
1449,Sakshi Gupta,25G31A9754,sakshi.gupta797@gmail.com,CSE(AI),3,3-2,6,Prof. Anjali Menon,prof..anjali.menon96@gmail.com,41,83,66,63,72,,,20,110,82,63,7.9
1450,Ajay Iyer,25G31B8822,ajay.iyer258@gmail.com,CSE,3,3-2,6,Prof. Ritika Malhotra,prof..ritika.malhotra12@gmail.com,67,75,43,84,83,,,22,92,63,79,7.2
1451,Karthik Malhotra,26G31B6270,karthik.malhotra319@gmail.com,CDS,4,4-2,8,Prof. Isha Mishra,prof..isha.mishra88@gmail.com,60,70,73,84,82,70,,28,104,95,95,9.9
1452,Kumar Saxena,26G31A4673,kumar.saxena699@gmail.com,ECE,4,4-1,7,Dr. Vikram Reddy,dr..vikram.reddy62@gmail.com,76,62,88,84,64,,,24,105,43,45,5.0
1453,Priya Agarwal,26G31A6808,priya.agarwal801@gmail.com,EEE,4,4-2,8,Dr. Rajesh Kumar,dr..rajesh.kumar42@gmail.com,83,82,62,84,72,60,,11,117,106,72,1.9
1454,Nitin Reddy,26G31A4577,nitin.reddy306@gmail.com,MECH,4,4-1,7,Prof. Kavya Pillai,prof..kavya.pillai87@gmail.com,72,93,67,53,86,,,30,88,80,69,5.3
1455,Sanjay Joshi,26G31A5246,sanjay.joshi920@gmail.com,CIVIL,4,4-2,8,Dr. Sanjay Joshi,dr..sanjay.joshi45@gmail.com,90,40,80,58,66,84,,18,96,66,75,8.6
1456,Diya Bajaj,26G31B3744,diya.bajaj321@gmail.com,CSE(AI),4,4-1,7,Prof. Anjali Menon,prof..anjali.menon60@gmail.com,93,96,75,74,99,,,24,110,77,43,2.9
1457,Bhavna Bansal,26G31B2633,bhavna.bansal539@gmail.com,CSE,4,4-1,7,Prof. Divya Srivastava,prof..divya.srivastava52@gmail.com,47,82,81,77,63,,,16,111,94,95,3.2
1458,Pooja Nair,26G31B4059,pooja.nair168@gmail.com,CDS,4,4-2,8,Dr. Sanjay Joshi,dr..sanjay.joshi49@gmail.com,91,78,70,74,68,79,,26,115,98,86,3.6
1459,Vikram Malhotra,26G31B2301,vikram.malhotra464@gmail.com,ECE,4,4-1,7,Prof. Priya Sharma,prof..priya.sharma94@gmail.com,82,65,56,53,64,,,21,88,87,79,5.4
1460,Amit Nair,26G31A7687,amit.nair250@gmail.com,EEE,4,4-1,7,Dr. Suresh Iyer,dr..suresh.iyer63@gmail.com,90,66,44,66,72,,,10,101,43,92,5.6
1461,Ananya Iyer,26G31A2014,ananya.iyer391@gmail.com,MECH,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor57@gmail.com,74,93,73,86,92,60,,14,115,59,66,3.8
1462,Priya Verma,26G31B2688,priya.verma914@gmail.com,CIVIL,4,4-1,7,Prof. Anjali Menon,prof..anjali.menon91@gmail.com,67,96,54,97,64,,,30,90,49,47,4.7
1463,Ramesh Das,26G31A2348,ramesh.das843@gmail.com,CSE(AI),4,4-2,8,Prof. Kavya Pillai,prof..kavya.pillai37@gmail.com,96,85,77,62,63,67,,10,92,39,75,9.3
1464,Pooja Agarwal,26G31B1916,pooja.agarwal520@gmail.com,CSE,4,4-2,8,Prof. Priya Sharma,prof..priya.sharma97@gmail.com,72,71,62,78,44,66,,27,105,95,64,8.6
1465,Sandeep Nair,26G31B4062,sandeep.nair220@gmail.com,CDS,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi83@gmail.com,68,58,59,57,93,,,18,96,83,85,8.3
1466,Sandeep Dasgupta,26G31B5050,sandeep.dasgupta429@gmail.com,ECE,4,4-1,7,Prof. Shreya Nair,prof..shreya.nair34@gmail.com,70,85,63,62,54,,,12,99,87,69,2.5
1467,Maya Kumar,26G31A4494,maya.kumar516@gmail.com,EEE,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor10@gmail.com,68,64,75,94,72,42,,15,83,64,76,2.0
1468,Anjali Menon,26G31A2400,anjali.menon476@gmail.com,MECH,4,4-2,8,Dr. Vikram Reddy,dr..vikram.reddy31@gmail.com,70,57,71,57,53,59,,18,103,96,44,6.4
1469,Ananya Verma,26G31A4220,ananya.verma888@gmail.com,CIVIL,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi27@gmail.com,61,63,84,82,74,,,13,105,94,73,2.1
1470,Bhavna Dutta,26G31B6934,bhavna.dutta168@gmail.com,CSE(AI),4,4-2,8,Prof. Anjali Menon,prof..anjali.menon96@gmail.com,58,94,57,60,57,68,,19,99,65,45,1.6
1471,Karthik Malhotra,26G31B9639,karthik.malhotra734@gmail.com,CSE,4,4-2,8,Dr. Vikram Reddy,dr..vikram.reddy26@gmail.com,85,85,80,80,50,73,,21,115,90,84,3.3
1472,Nikhil Rao,26G31A1314,nikhil.rao356@gmail.com,CDS,4,4-2,8,Dr. Sanjay Joshi,dr..sanjay.joshi51@gmail.com,81,65,61,72,55,72,,19,115,85,94,7.6
1473,Swati Pillai,26G31B6339,swati.pillai741@gmail.com,ECE,4,4-1,7,Prof. Shreya Nair,prof..shreya.nair29@gmail.com,69,59,57,49,63,,,22,110,102,44,5.2
1474,Karthik Pillai,26G31A9934,karthik.pillai909@gmail.com,EEE,4,4-1,7,Dr. Anil Singh,dr..anil.singh56@gmail.com,83,47,63,81,84,,,21,98,40,55,4.4
1475,Arjun Sharma,26G31B2009,arjun.sharma348@gmail.com,MECH,4,4-2,8,Dr. Harish Rao,dr..harish.rao61@gmail.com,50,78,97,83,98,90,,21,113,108,73,8.5
1476,Ananya Sharma,26G31B5351,ananya.sharma974@gmail.com,CIVIL,4,4-1,7,Prof. Priya Sharma,prof..priya.sharma27@gmail.com,72,85,86,78,68,,,13,80,68,45,5.7
1477,Ajay Bhatnagar,26G31A6029,ajay.bhatnagar348@gmail.com,CSE(AI),4,4-1,7,Prof. Divya Srivastava,prof..divya.srivastava43@gmail.com,85,98,77,82,49,,,22,80,79,57,5.7
1478,Shreya Desai,26G31B2841,shreya.desai145@gmail.com,CSE,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi88@gmail.com,62,83,71,62,72,,,11,120,82,68,3.2
1479,Isha Bansal,26G31A5724,isha.bansal938@gmail.com,CDS,4,4-2,8,Prof. Divya Srivastava,prof..divya.srivastava16@gmail.com,98,60,75,66,72,84,,11,81,36,62,8.8
1480,Nisha Gupta,26G31B3600,nisha.gupta355@gmail.com,ECE,4,4-2,8,Prof. Anjali Menon,prof..anjali.menon91@gmail.com,95,71,57,100,58,75,,11,115,68,58,1.8
1481,Vivek Kumar,26G31A3213,vivek.kumar774@gmail.com,EEE,4,4-2,8,Dr. Nitin Verma,dr..nitin.verma12@gmail.com,66,73,43,100,67,63,,28,120,67,41,7.6
1482,Meera Chopra,26G31A1221,meera.chopra464@gmail.com,MECH,4,4-2,8,Dr. Vikram Reddy,dr..vikram.reddy97@gmail.com,85,96,66,52,72,97,,23,103,78,94,9.3
1483,Siddharth Nair,26G31B8584,siddharth.nair784@gmail.com,CIVIL,4,4-2,8,Prof. Kavya Pillai,prof..kavya.pillai25@gmail.com,80,67,40,82,62,40,,10,111,94,72,8.4
1484,Celina Chopra,26G31B7407,celina.chopra795@gmail.com,CSE(AI),4,4-1,7,Prof. Ritika Malhotra,prof..ritika.malhotra93@gmail.com,86,91,60,76,69,,,11,105,46,81,4.1
1485,Ananya Joshi,26G31A2715,ananya.joshi621@gmail.com,CSE,4,4-2,8,Prof. Shreya Nair,prof..shreya.nair92@gmail.com,51,63,74,61,55,62,,30,107,88,40,3.4
1486,Ashok Bhatnagar,26G31A7924,ashok.bhatnagar721@gmail.com,CDS,4,4-1,7,Dr. Vikram Reddy,dr..vikram.reddy77@gmail.com,100,66,97,44,60,,,22,106,104,95,4.8
1487,Sanjay Bansal,26G31A6740,sanjay.bansal300@gmail.com,ECE,4,4-2,8,Prof. Anjali Menon,prof..anjali.menon40@gmail.com,58,71,45,72,79,62,,14,96,86,80,8.4
1488,Aisha Mishra,26G31B2511,aisha.mishra847@gmail.com,EEE,4,4-1,7,Dr. Vikram Reddy,dr..vikram.reddy23@gmail.com,50,76,65,99,85,,,22,92,82,50,2.6
1489,Ashok Singh,26G31B5897,ashok.singh241@gmail.com,MECH,4,4-1,7,Dr. Anil Singh,dr..anil.singh16@gmail.com,70,64,55,94,42,,,27,84,59,54,2.5
1490,Varun Das,26G31B1609,varun.das264@gmail.com,CIVIL,4,4-1,7,Prof. Isha Mishra,prof..isha.mishra66@gmail.com,60,96,72,60,72,,,19,92,81,95,2.8
1491,Avni Mishra,26G31A9541,avni.mishra364@gmail.com,CSE(AI),4,4-2,8,Dr. Anil Singh,dr..anil.singh25@gmail.com,79,97,75,83,80,62,,28,97,52,81,7.6
1492,Ritika Gupta,26G31B8210,ritika.gupta824@gmail.com,CSE,4,4-2,8,Prof. Divya Srivastava,prof..divya.srivastava71@gmail.com,98,97,80,64,81,44,,12,95,46,53,3.3
1493,Esha Saxena,26G31B9715,esha.saxena785@gmail.com,CDS,4,4-1,7,Prof. Meera Desai,prof..meera.desai15@gmail.com,54,51,46,95,75,,,13,93,93,69,6.0
1494,Ria Menon,26G31B4752,ria.menon119@gmail.com,ECE,4,4-1,7,Dr. Rohan Kapoor,dr..rohan.kapoor36@gmail.com,85,94,45,57,98,,,16,98,87,50,8.3
1495,Ria Das,26G31B7628,ria.das335@gmail.com,EEE,4,4-2,8,Prof. Ritika Malhotra,prof..ritika.malhotra53@gmail.com,56,48,60,47,71,59,,27,102,56,56,2.9
1496,Siddharth Bhatnagar,26G31B3966,siddharth.bhatnagar676@gmail.com,MECH,4,4-1,7,Dr. Suresh Iyer,dr..suresh.iyer74@gmail.com,81,55,82,56,66,,,23,104,100,60,1.7
1497,Ashok Chopra,26G31A3700,ashok.chopra637@gmail.com,CIVIL,4,4-2,8,Dr. Vikram Reddy,dr..vikram.reddy75@gmail.com,49,72,82,93,67,70,,15,84,62,72,3.0
1498,Vishal Desai,26G31A2287,vishal.desai135@gmail.com,CSE(AI),4,4-2,8,Dr. Rajesh Kumar,dr..rajesh.kumar16@gmail.com,78,42,96,77,71,81,,16,88,63,92,5.0
1499,Neha Kumar,26G31A3058,neha.kumar199@gmail.com,CSE,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor10@gmail.com,85,74,79,82,65,77,,14,81,81,41,6.2
1500,Avni Chatterjee,26G31A5801,avni.chatterjee536@gmail.com,CDS,4,4-2,8,Prof. Anjali Menon,prof..anjali.menon34@gmail.com,93,75,64,94,56,74,,26,95,94,58,7.3
1501,Kumar Patel,26G31A7020,kumar.patel227@gmail.com,ECE,4,4-2,8,Prof. Kavya Pillai,prof..kavya.pillai85@gmail.com,90,48,60,80,55,95,,11,84,83,84,5.9
1502,Kavya Verma,26G31A5516,kavya.verma216@gmail.com,EEE,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi41@gmail.com,81,59,71,49,74,,,23,89,71,49,6.5
1503,Harish Das,26G31B3754,harish.das258@gmail.com,MECH,4,4-2,8,Prof. Isha Mishra,prof..isha.mishra96@gmail.com,79,76,74,68,78,82,,29,105,94,84,7.3
1504,Divya Bhat,26G31A3724,divya.bhat663@gmail.com,CIVIL,4,4-2,8,Prof. Divya Srivastava,prof..divya.srivastava96@gmail.com,63,56,100,85,86,85,,19,101,66,55,9.3
1505,Tanvi Kumar,26G31A5169,tanvi.kumar618@gmail.com,CSE(AI),4,4-1,7,Dr. Rohan Kapoor,dr..rohan.kapoor51@gmail.com,64,73,68,79,85,,,14,83,83,94,1.0
1506,Meera Saxena,26G31B2805,meera.saxena170@gmail.com,CSE,4,4-1,7,Prof. Anjali Menon,prof..anjali.menon14@gmail.com,79,76,85,100,61,,,20,90,44,71,5.5
1507,Bhavna Joshi,26G31A1765,bhavna.joshi520@gmail.com,CDS,4,4-2,8,Dr. Harish Rao,dr..harish.rao77@gmail.com,82,60,77,62,68,71,,20,97,73,62,6.1
1508,Rajesh Saxena,26G31B1015,rajesh.saxena354@gmail.com,ECE,4,4-1,7,Dr. Rohan Kapoor,dr..rohan.kapoor56@gmail.com,84,86,57,54,58,,,15,120,66,61,2.9
1509,Swati Bhatnagar,26G31A1266,swati.bhatnagar137@gmail.com,EEE,4,4-1,7,Prof. Meera Desai,prof..meera.desai77@gmail.com,85,78,41,65,81,,,15,83,83,64,8.1
1510,Anjali Menon,26G31A7248,anjali.menon841@gmail.com,MECH,4,4-1,7,Dr. Rajesh Kumar,dr..rajesh.kumar70@gmail.com,46,63,53,68,60,,,12,114,105,48,8.0
1511,Anjali Rao,26G31B9241,anjali.rao324@gmail.com,CIVIL,4,4-1,7,Dr. Harish Rao,dr..harish.rao16@gmail.com,54,79,44,75,46,,,30,116,101,51,3.4
1512,Ashok Singh,26G31A8760,ashok.singh162@gmail.com,CSE(AI),4,4-2,8,Dr. Nitin Verma,dr..nitin.verma90@gmail.com,87,82,47,87,49,45,,10,102,76,76,9.8
1513,Kavya Joshi,26G31A8032,kavya.joshi320@gmail.com,CSE,4,4-2,8,Dr. Harish Rao,dr..harish.rao99@gmail.com,95,66,77,70,56,62,,17,100,43,44,7.8
1514,Shreya Reddy,26G31A4301,shreya.reddy740@gmail.com,CDS,4,4-2,8,Prof. Isha Mishra,prof..isha.mishra15@gmail.com,74,83,83,77,73,87,,16,96,85,67,3.3
1515,Vikram Malhotra,26G31B9332,vikram.malhotra813@gmail.com,ECE,4,4-1,7,Dr. Nitin Verma,dr..nitin.verma92@gmail.com,69,66,74,74,75,,,20,119,97,64,1.8
1516,Suresh Verma,26G31A2239,suresh.verma616@gmail.com,EEE,4,4-2,8,Dr. Vikram Reddy,dr..vikram.reddy48@gmail.com,46,66,62,64,74,65,,10,112,96,65,8.2
1517,Aditya Gupta,26G31A2774,aditya.gupta479@gmail.com,MECH,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi81@gmail.com,73,71,79,74,81,,,25,97,86,80,9.3
1518,Ria Das,26G31A8374,ria.das773@gmail.com,CIVIL,4,4-2,8,Prof. Ritika Malhotra,prof..ritika.malhotra65@gmail.com,52,78,47,56,58,49,,27,120,62,69,5.9
1519,Vinod Chatterjee,26G31B3930,vinod.chatterjee844@gmail.com,CSE(AI),4,4-1,7,Dr. Harish Rao,dr..harish.rao85@gmail.com,86,74,64,56,54,,,19,98,81,43,9.9
1520,Tanvi Joshi,26G31A7499,tanvi.joshi779@gmail.com,CSE,4,4-2,8,Prof. Anjali Menon,prof..anjali.menon88@gmail.com,83,65,85,80,58,41,,14,103,95,60,9.2
1521,Pooja Sinha,26G31A4521,pooja.sinha831@gmail.com,CDS,4,4-2,8,Prof. Divya Srivastava,prof..divya.srivastava19@gmail.com,64,78,97,58,54,76,,20,91,70,48,2.9
1522,Mohan Patel,26G31B9606,mohan.patel745@gmail.com,ECE,4,4-1,7,Prof. Kavya Pillai,prof..kavya.pillai33@gmail.com,76,75,57,77,85,,,27,107,76,90,8.1
1523,Maya Rao,26G31A3653,maya.rao781@gmail.com,EEE,4,4-2,8,Prof. Priya Sharma,prof..priya.sharma58@gmail.com,75,62,67,84,85,67,,19,120,96,42,5.9
1524,Rahul Menon,26G31B7441,rahul.menon453@gmail.com,MECH,4,4-2,8,Prof. Kavya Pillai,prof..kavya.pillai30@gmail.com,56,82,62,82,82,89,,14,99,93,82,7.6
